ts,user,text,is_reply,reactions
12-16 23:57,samantha.mcburnett,Tis the :disco-stu: season! If you want to take a peek at the shenanigans that went down in Utah… :party-sparkles::disco::party-sparkles:,,fire3x29 mirror_ballx19 party-sparklesx14 heartsx5 disco-stux1
12-17 00:06,David,Awesome! Nicely done @user!,True,thank-youx1
12-18 20:28,U034ZMWRVH9,":tada: Oh what a night it was celebrating together at the Chase Center last week.  Thank you everyone who came out to celebrate the year and the SF and SC End of Year Gala with us. Pictures don't do it justice, it was truly such a special night, thank you team :heart: :sparkles:",,golden_state_warriorsx50 heartx50 socksx20 party-sparklesx16 glow_sticksx12 clapping_allx7 blue_heartx8 raised_handsx2
12-18 20:35,Alyssa Aguilar,This was such an amazing event. :orange_heart: You all worked so hard and we really appreciate it! And the Carta grippies are iconic.,True,thank-youx1
12-18 20:40,Rachel Mayes,Love these! Amazing action photo @user!,True,rolling_on_the_floor_laughingx1 thank-youx1
12-18 20:57,tess.justice,These are SO good. Thank you for such a wonderful event @user!,True,thank-youx1
12-18 21:44,U084F15V2GH,":sparkles:*A Night at the Fairmont*:sparkles: truly lived up to its name—sparkling with shared laughs, radiant energy, and a deep appreciation for incredible people who make this company what it is. Thank you so much to everyone who attended and helped make the event truly magical!

See the Magic of the Seattle Year-End Gala-- the photos are finally here to prove it! :clinking_glasses::sparkles:

    a. *The Gala Gallery:* Capturing the grand atmosphere, the speeches, and the elegant spirit of the night.
        i. Gala Gallery
    b. *The Photobooth Chronicles:* Where the real ""magic"" (and maybe a few props) came out to play!
        i. *Photobooth Gallery*",,heartx30 sparkling-orange-starsx25
12-18 21:47,Mark Meleka,"Thank you, Joy!",True,
12-18 21:47,Mark Meleka,Were the rest of the photos shared somewhere?,True,thank-youx1
12-18 22:21,Sylvia.Gutierrez,This looks amazing :heart_eyes: I need these socks!!! :socks:,True,thank-youx1
12-18 22:27,joy.gadd,The rest of the photos will be shared on our office channel @user :slightly_smiling_face:,True,thankingx1
12-18 22:53,yulia,"Such a fun night! Thank you for all the hard work you put into it, @user. We all know how much it takes to pull something like this off. :raised_hands: :socks::clinking_glasses:",True,thank-youx1
12-19 16:05,U07LTT7RYBH,Wishing everyone a safe and joyful holiday season :snowman::gift::hearts:,,frog-christmasx28 christmas-heartx18 heartx21 happyholidaysx4 ugly_sweaterx3
12-19 16:29,Deirdre,Love the sweater @user :joy:,True,thankyoux1
12-19 18:29,alessandra.lima,i love winter season :heart:,True,same_beanx1 heartsx1
12-22 15:27,leonardo.molina,"Hi! :wave:
What a night! :rio:
The photos from our *End of Year Gala* are finally complete, and they are fantastic. It was so great to see everyone dressed and celebrating all the hard work we’ve put in this year.
You can find the full gallery in the Drive.

Thank you all for making the night and this entire year so successful. Looking forward to an even better one ahead!  :cartawave:  :carta:
Enjoy the trip down memory lane! :clinking_glasses::sparkles:""",,party-sparklesx30 mirror_ballx26
12-22 21:54,Mutale Mulenga,@user and @user Love your sweaters!!,True,meow_heartx1 thank-you-rainbowx1
12-23 00:53,Jess,":moody-tuxedo: We dressed up for these galas... attention must paid! Click to like and share our *LinkedIn recap* (that NY vid will get its own post:eyes:).

And trust me it was hard to choose just 20 photos (LinkedIn's limit) from the hundreds taken at each party. If you want to share your favorites, don't forget to *tag* *Carta* in your post!",,heartpulsex23 moody-tuxedox7
12-29 20:47,Jess,One more thing... NY sizzle is now on LinkedIn! :heart:,,sparklesx18 firex9
