u,t,m
570,2025-03-14 15:57,"During yesterday’s staff office hours, we discussed generating the necessary data for regression testing the Public API across the test, demo, and bundle deploy environments. The `llseed` routines that we could run in a Jenkins job don't have a way to provide the `issuerId` that was created to the `public-api-service` so it can run the regression tests against this issuer. We can leverage our existing process for seeding _*LLC demo data in Sales boxes*_ < here> to get our data in these envs. For our use case we need to modify our Autumn Routine to give Dev Eco's test user (<mailto:testserviceaccount@example.com|testserviceaccount@example.com>) read-only permissions for the created issuer and then use the script to return the `issuerId` so that we can use it in the regression tests. mentioned that, given Athena's deadline, he is comfortable with us proceeding with manual verification for the initial release. After that, we can work on connecting our regression tests to these environments."
572,2025-03-14 16:09,The seed routines do have a way of returning the account id. The demo data is powered by them. You can see < how that works. We would need to build an extended routine that creates the appropriate permissions as well. cc
930,2025-03-14 16:39,"We had been planning to use the seed routines for our playground environment as well to achieve multi-tenancy, so we should sync up on what would be needed there to make sure LLCs were covered. cc. since you probably have the most context on the playground multitenancy work"
558,2025-03-18 18:46,I assigned you these 4 tickets related to the Stakeholder API for the sprint: < < < < cc
570,2025-03-18 19:41,Hey Team ! For a test user on my bundle deploy I manually tried to give them permissions to view an LLC but right now we can't login as dev-eco's test user. Is there a way I can give the user permissions without them accepting the invitation from their account. cc:
490,2025-03-18 19:42,"i think in your routine, you'd need to call the API that accepts the invitation"
1635,2025-03-18 19:43,hm... you don't need to be logged in as <mailto:testserviceaccount@example.com|testserviceaccount@example.com> for this to not give a 403/1?
490,2025-03-18 19:44,ah i see what you mean
490,2025-03-18 19:45,yeah you would have to override the user id header <
570,2025-03-20 15:36,Manual Regression Testing cc:
570,2025-03-20 15:37,Deploying dev-eco to `test` : < Job>
570,2025-03-20 15:42,The OAuth Applications in `test` create different Service Accounts but they all map to the same `x-carta-user-id` *56052.* What are the envs where a NEW user gets created per OAuth App?
1848,2025-03-20 15:48,"I think that only happens in prod and sandbox (and maybe playgrounds?), where users create their own apps. This kind of automatic creation of apps that we do in test uses the same user. Why do you need different users?"
570,2025-03-20 15:57,Why do you need different users? To run a manual test that would mimic the customers experience closely
1848,2025-03-20 15:59,"If it's for a manual test, you could create your own app"
570,2025-03-20 16:00,We call `< on behalf of the Service Account User that is created in the `test` environment to give them permissions to view data of the issuer. Wanted to try the same in the `sandbox` environment to make sure that it works.
1848,2025-03-20 16:03,"I'm not sure I follow. This user is supposed to be the one that created the oauth app, not the one making the public api calls, is that correct?"
1635,2025-03-20 16:07,"Correct. But needs to invite this service account user to the llc issuer in the frontend (+ some manual API call as a staff user). In test deployments, this _*always*_ looks like adding the <mailto:testserviceaccount@example.com|testserviceaccount@example.com> with the ID `56052` to an LLC issuer I think wants to show her team that when in prod, after a developer creates an app, there's some manual digging that needs to be done on our end to find the service account's ID & link it to the LLC issuer. This new service account user that gets created won't always mr. testserviceaccount Is that right ?"
1635,2025-03-20 16:10,"Also, how crucial is that step for you to demo , we could show the same process / steps you'll need to do in prod within your demo box. The investigation to find ""which service account got created for this app"" will be a foregone conclusion, but I think we can set expectations with your team before the demo?"
570,2025-03-20 17:06,The meeting for the demo was yesterday and I was working on the fix to the CalendarDateTime validation we encountered so I didn't present it then. My current question is just to be able to *test end-to-end with a new service account* user to ensure Athena's Service Account operates smoothly in a higher environment.
570,2025-03-20 17:07,The build to deploy dev-eco to `test` finished but I'm not able to see my scope in test <
1635,2025-03-20 17:07,"My current question is just to be able to *test end-to-end with a new service account* user to ensure Athena's Service Account operates smoothly in a higher environment. Ah sorry, gottcha"
1635,2025-03-20 17:08,"IIUC the only step you havent been able to test so far e2e is just *generating the new service account* piece, is that right?"
1635,2025-03-20 17:08,"if so, I wouldn't worry about it"
1635,2025-03-20 17:11,"You can assume that the ""generate a new service account for each app"" is working -- it should be totally unrelated to the code changes you've made. Just being able to get interest responses back from PAS in test is good enough e2e testing for you MO"
1635,2025-03-20 17:12,"The build to deploy dev-eco to `test` finished but I'm not able to see my scope in test < aha yeah, to see the new scope in test, we can < developer portal> to test first"
1635,2025-03-20 17:13,"sorry, PAS deployments are done with a separate job vs DP deployments"
1635,2025-03-20 17:13,Ill start the DP deployment to test envs for you
570,2025-03-20 17:13,Just ran it <
1635,2025-03-20 17:14,failed. gotta set the tag
1635,2025-03-20 17:15,should be `v0.0.384` <
577,2025-03-20 17:22,going to pull these into the current sprint
570,2025-03-20 17:49,I'm not able to find the *exercised quantity* that should be returned from the internal service. Working on debugging that now.
570,2025-03-20 19:40,Hey Team ! I'm going to go and release the API to the other environments. The first customer that wants to integrate with it does not require the field that is not showing up and I will continue to investigate it. cc:
1635,2025-03-20 19:40,I released DP to all envs except prod
1635,2025-03-20 19:41,you could test in preprod too if you want to test with the customer's prod data
1635,2025-03-20 19:41,"but thats optional rn, feel free to release to prod"
570,2025-03-20 19:41,That would be a nice step. Can I make an OAuth App for them in pre-prod ?
1635,2025-03-20 19:43,you should be able to yeah
570,2025-03-20 19:46,We have the customers data in sandbox ... can we make an OAuth app there ? Their information isn't available in preprod
570,2025-03-20 19:59,< for PAS> to all envs other than `prod`
1635,2025-03-20 20:08,We have the customers data in sandbox ... can we make an OAuth app there? Try it out!
1635,2025-03-20 20:09,I dont think ive ever personally used PAS in sandbox
1635,2025-03-20 20:09,but maybe it works
570,2025-03-20 20:10,I wanted to check with your team in case creating the OAuth App in sandbox has any unintended effects in production. I'll give that a try
570,2025-03-20 20:12,< gave me a 404
1635,2025-03-20 20:14,"did you click ""back to home""?"
1635,2025-03-20 20:15,its not going to work for you
1635,2025-03-20 20:15,but it does for me because i am a dev eco staff member
1635,2025-03-20 20:15,ill come over to your desk and ill make an app for u
570,2025-03-20 20:15,It logs me out when I click back to home
570,2025-03-20 20:41,Following up with iam team carta-auth to connect the service account Isaiah created in sandbox <
565,2025-03-20 20:41,Hi Team! on exercised qty and repurchased qty sources for the < api>
565,2025-03-20 20:47,We're currently using quantities from the snapshot to populate the exercised quantity `_INTEREST_SNAPSHOT_.EXERCISED_QUANTITY` and repurchased quantity `_INTEREST_SNAPSHOT_.RETURNED_QUANTITY` . I'm a bit hesitant about using the snapshot quantities because there are doubts about whether the quantities from the snapshots are correct. [< on why we implemented the USL>]
565,2025-03-20 20:56,The summary api [< on the interest view uses the USL to get those quantities
565,2025-03-20 20:57,"Instead of using the snapshot quantities, should we instead be adding those exercised and repurchased quantities to the `interest_quantity_by_date` table which gets its values from the USL?"
572,2025-03-20 21:00,Just to confirm that the Interest History Page uses the USL we build to get these values and not the snapshot?
565,2025-03-20 21:02,"Actually, we don't return the fields `repurchasedQuantity` and `exercisedQuantity` from the history api. But all vested, outstanding, canceled ... qty gets < from the USL>. (This is very < code> - basically we are getting the events from the interest timeline and incrementally building the USL one event at a time, and getting intermediate quantities from the new ledger after each event gets applied)"
575,2025-03-20 21:02,I thought it was kinda odd the IQBD table didn't have those values when Andrea was working on this. Do we know why they wouldn't be there? Feels like an arbitrary line that was drawn and I want to make sure we aren't missing any context
570,2025-03-20 21:03,"Hey , Previously we spoke about accepting an interest in the `test` environment on behalf of the dev eco Service Account User which worked. I was running a manual test in *`sandbox`* to do the same and got a *403 error* even after including the Service accounts `x-carta-user-id` in the header: ```{ ""error"": ""User:20267506 is not authorized to accept an invitation on behalf of user:22268878"" }``` I granted myself admin privileges using the break the glass.. is there another way I can accept the invitation on behalf of the service user here. cc:"
490,2025-03-20 21:09,"if we can control the user header in this environment, is there a reason you can't just accept the invitation as the user who's getting the invitation?"
490,2025-03-20 21:09,where are you making these calls from?
570,2025-03-20 21:10,I copy the curl and make the calls using Postman
490,2025-03-20 21:11,using your user cookie?
570,2025-03-20 21:11,Thats where I add in the `x-carta-user-id` but its not enough the cookie still points to me
572,2025-03-20 21:13,IQBD was built in an arbitrary way
490,2025-03-20 21:14,"I don't think there's a particular reason not to have exercised or repurchased on IQBD. But also I don't think those quantities on snapshots will have the same issues as, say, vested outstanding quantity"
490,2025-03-20 21:15,"ok let me explain what's happening here: • if you make a request from your local to `app.sandbox.carta.team` or `app.test.carta.rocks` or `< , those are going to require a cookie, which gets parsed by IAM and then translated to `x-carta-user-id` before the request is passed on to `llc-core` • if you make a request to llc-core directly from inside the VPC, e.g. how carta-web calls llc-core when you use the Demo Account tool, or how Jenkins hits llc-core for the daily llseed jobs, you can just specify that `x-carta-user-id` header"
490,2025-03-20 21:16,"all of our transactions now build the USL in the same code that is writing those snapshots, so we know that the USL is ""valid"" for the events linked to those snapshots"
565,2025-03-20 21:18,There may be some inconsistency in how we populate the snapshot for those quantities. This is an < that sent to me The exercised qty is not being populated for this exercise
490,2025-03-20 21:18,"but if you made a similar thing work on test, did you hit llc-core directly somehow?"
490,2025-03-20 21:19,that's a snapshot connected to an exercise event?
570,2025-03-20 21:19,When it worked on `test` I was just using postman. There might be fewer permission checks for the lower environment and I was logged in as Fred Admin.
565,2025-03-20 21:19,"Yes, doing the proper join:"
490,2025-03-20 21:21,"ohhhh I found it: we have a configuration `allowStaffUsersToAcceptInvitations` that is defaulted to false in most envs, but is true in test demo and local"
490,2025-03-20 21:22,do you have access to log in to the user that's getting the invitation? (i'm assuming this is some sort of test user?)
570,2025-03-20 21:22,"• if you make a request to llc-core directly from inside the VPC, e.g. how carta-web calls llc-core when you use the Demo Account tool, or how Jenkins hits llc-core for the daily llseed jobs, you can just specify that `x-carta-user-id` header So for this is the workaround to exec into the llc-core sandbox pod to make the curl request ?"
490,2025-03-20 21:26,"So for this is the workaround to exec into the llc-core sandbox pod to make the curl request ? that should work, yeah. is testing on sandbox something we will need to automate?"
490,2025-03-20 21:32,hmm that's not good
490,2025-03-20 21:32,I wonder if the USL (in memory object) picks that up
490,2025-03-20 21:33,"another workaround for sandbox I can think of is just running some one-off sql to ""accept"" the invitation"
570,2025-03-20 21:34,"just running some one-off sql to ""accept"" the invitation I was going to do this but we emit 3 events after accepting the invitation."
490,2025-03-20 21:34,"if you're running on the llc-core pod itself, I think you'd want to curl against localhost"
490,2025-03-20 21:35,"(I haven't tried this myself, so it might require some trial and error)"
570,2025-03-20 21:38,Yeah looks like it also needs the `trace-id`
565,2025-03-20 21:39,"The in-memory USL does because the < qty on the interest view gets populated> and that's getting populated < . I think that the USL does not have this problem because it is built < from the event>, not the snapshot quantities."
575,2025-03-20 21:42,What do you mean by we'll have to do this same process in prod too for athena are we testing in prod as well?
570,2025-03-20 21:42,That would be for setting up their service account (not testing)
570,2025-03-20 21:43,This is the process to give the Service account view permissions for the Issuer (in this case Athena)
1635,2025-03-20 21:45,"In the fund admin UX, we've automated/self-service-ified this -- users can add service accounts to their investment firms without needing a carta eng to do all this manual stuff... but for corps this process is similar"
490,2025-03-20 21:47,Is the service account created in that flow?
570,2025-03-20 21:50,This is how the user goes about creating an OAuth App which would create the service account and associate it with the OAuth App:
1635,2025-03-20 21:53,"not quite 1. the developer/customer makes a new ""client credentials"" app in developer portal 2. developer portal calls carta-auth to create an Oauth app & service account a. _The service account is made at this point_ 3. the developer/customer takes note of the application id, then goes into the FA UI i just showed above 4. When the customer adds their application's id to the firm, there's some back and forth that happens where carta-web/investor-services code then adds the service account attached to the client credentials app as an admin user of the investment firm -- effectively skipping the FA version of your guys' invite flow a. _The service account isn't made here, just added to the firm_"
570,2025-03-20 22:03,Works for Athena E2E in `sandbox` will release to prod tomorrow and we can send out < customer invite code too>. cc:
490,2025-03-20 22:10,How does carta web validate that this account “owns” that application id?
114,2025-03-21 00:59,"Hi all! Happy to provide Athena with access. Mind looping me in with their team if you have an existing thread, otherwise sharing the email I should reach out to?"
1635,2025-03-21 02:02,"iirc i dont think we do... a firm admin can add any app they want to their firm... even if they dont own it. The implicit contract that's being agreed to is: `the firm admin allows app ABC & it's owner access to their firm's data`... the app's owner doesn't necessarily need to be firm admin Aside: this happened recently for foresight / neon redwood. Neon redwood created an app, and it got added to the foresight firm through the fund admin UI to allow neon redwood access to foresight's data."
1635,2025-03-21 02:03,"this account “owns” that application id? Or by ""account"" here do you mean ""service account""?"
1635,2025-03-21 02:04,"Answer to ^ that interpretation of the question: In prod, there's a 1:1 mapping between service account and OAuth application. So we just as easily could've required the user to enter in their app's service account's user id too -- but we just don't expose that info to users in the developer portal frontend"
490,2025-03-21 13:21,"a firm admin can add any app they want to their firm... even if they dont own it just to make sure I understand what happens: 1. an application grants access to some resources on the dev eco layer 2. associating the application to a firm grants the service account (carta user id) access to that firm. in theory, the firm only does this with an application they created, or one created by a partner they trust 3. this only works if (1) and (2) point to the same resource, right? (firm, LLC account, etc). If an application pointed to firm 123 and the application was added to firm 456, calls using that application wouldn't work. do I have that right?"
570,2025-03-21 13:23,Yesterday you mentioned that we will need to wait for the demo data to be reset before we can deploy PAS and developer portal to production. I think we're good to do that now but just wanted to confirm with you.
1635,2025-03-21 13:25,"Yep -- < tests passed today>, we're good to deploy to prod"
1635,2025-03-21 13:26,I can deploy both PAS & DP to prod for you
490,2025-03-21 13:47,"Ok I think you have convinced me that we probably do need to store those quantities on IQBD. I will leave it to the external API squad to make a call on whether this needs to be done before shipping the external API though (how prevalent are these data issues?) Either way, it would be great to memorialize the decision in an ADR"
570,2025-03-21 14:31,"When Athena tries to access their playground account there won't be any data there for them to view. The team is aware of this, said that could help with promoting the OAuth Application to production so that they can get started. Could we include that in your email to them?"
570,2025-03-21 14:34,Since Athena (first and only customer so far) did not explicitly ask for `exercised_quantity` or `repurchased_quantity` when I spoke to yesterday he mentioned that we can ship it and then look at what is causing the exercised quantity to not show up.
570,2025-03-21 14:42,should we instead be adding those exercised and repurchased quantities to the `interest_quantity_by_date` table Is the IQBD table commonly referred to by something else because I'm trying to find its tech design
565,2025-03-21 14:50,Since Athena (first and only customer so far) did not explicitly ask for `exercised_quantity` or `repurchased_quantity` when I spoke to yesterday he mentioned that we can ship it and then look at what is causing the exercised quantity to not show up. Makes sense to not block shipping! Just wanted to caution about using `returned_quantity` to represent `repurchased_quantity` cuz units are not always returned to the pool when repurchased and other transactions like exercise of options can also return to the pool. We would be returning wrong values in some cases.
490,2025-03-21 14:57,"ah, gotcha. I think I was thinking of the OAuth scopes being granted to a particular client, which I think DevEco handles."
1635,2025-03-21 14:58,Oh yeah -- that's just an extra layer of security that disables certain apps from authenticating requests to endpoints that they weren't initially intended for
565,2025-03-21 14:59,"Is the IQBD table commonly referred to by something else because I'm trying to find its tech design Value objects in the code base are called `UnitQuantitiesByDate` , `UnitQuantityByDate` ; populated by `InterestQuantityByDateBackfillQuartzJob` . I couldn't find any related tech design in glean either"
114,2025-03-21 15:06,"Ah got it, yes let me follow up with them on that."
490,2025-03-21 15:11,also having trouble finding documentation on it... we do have an ADR to use it though <
490,2025-03-21 15:16,"So, coming back to the original question, we need some way to add that service account user id to an LLC account. Right now, that can just be a staff API. I would say in the longer term if we get more clients using the API, we should have a similar API to the one you described on firms, where an LLC account admin could add an API application, and we'd negotiate with internal services to get the user id to add to the account. Short term, maybe we just add a feature flag to allow certain accounts to bypass the ""staff can't accept invitations on behalf of users"" check? wdyt ?"
575,2025-03-21 15:20,Yeah that seems fine to me
570,2025-03-21 15:33,"Yeah that sound good to me too. > we just add a feature flag to allow certain accounts to bypass the ""staff can't accept invitations on behalf of users"" check? This is what we will need to implement *before* attempting to give Athena access in production ? (To avoid having to exec into the production pods to perform the curl)"
490,2025-03-21 15:41,yeah I don't think we should do that exec stuff in prod
570,2025-03-21 15:44,"Yupp, created <"
570,2025-03-24 15:28,Here is the < Interest Holders to the existing Corp Stakeholder Endpoint> story. I've added the steps to the ticket titles and more details to the tickets. I also added the following tickets: • < 7][Stakeholder][Internal] Configure infrastructure to expose internal Stakeholder gRPC services> ◦ Small 5 line PR in llc-core `values.yaml` file to expose the new InterestHolder internal gRPC endpoint • < 10][Stakeholder][External] Configure infrastructure to expose Stakeholder external gRPC services from PAS> ◦ This one < a no-op> but just to help give you context on how the external service for Stakeholder in the public-api-service (PAS) is exposed. This is an additional overview < that explains the Summary of the Work> where you can see the Get/List Stakeholder(s) section. Let me know if you have any additional questions
577,2025-03-26 14:28,"Hey team, we noticed that the stakeholder in PAS has validation on it that restricts the max size of the `employee_id` to 256. On the LLC side, we don't have this validation. Currently, the largest employee id we have is 112 characters so we should still be fine, but was wondering if we should also add this validation on our side so that we can enforce this? cc"
490,2025-03-26 16:19,what is PAS?
577,2025-03-26 16:19,Public API Service
490,2025-03-26 16:40,"adding that validation sounds fine to me, that should be more than long enough for an ID"
930,2025-03-26 18:03,I am more supportive of implementing an input validation limit on LLC than I am of removing the validation limit on the outbound message.
577,2025-03-26 18:04,"That sounds good to me, thanks all"
577,2025-03-31 17:26,"Hey team, I'm running into an issue where the transcoder in my bundle is not the updated one that I set when running ```make bump-pas-proto version= ``` the print statements in the API layer for the Stakeholder proto that needs to be returned contain the added llc fields but onces its transcoded it doesn't have those fields. cc"
1635,2025-03-31 17:28,ah yeah so this is def a rough part of our DX atm
1635,2025-03-31 17:30,so the transcoder sub-helm chart gets it's image values from <
1635,2025-03-31 17:32,"the issue is, that in bundle deployments, this value isn't going to be up-to-date with what you have on your branch. the values that get injected into the PAS application when you click the build on the jenkins CWB deploy are fetched from < version of the PAS helm chart>... so regardless of what you've change the transcoder version to on your branch, jenkins is always going to use the value found in the PAS helm chart version from `carta-web-bundle -> chart.lock -> public-api-servce version`"
1635,2025-03-31 17:33,"I think you might be able to override this in the the ""VALUES_OVERRIDE"" in the jenkins job..."
1635,2025-03-31 17:34,"but what i do, is just manually update the transcoder image with a `kubectl edit <public api service deployemnt>` command"
1635,2025-03-31 17:34,"if you want to jump on a call, im free in 15mins"
577,2025-03-31 17:40,"Yeah a call would be good, thanks!"
1635,2025-03-31 17:45,"sorry, huddle is still going on... ETA is ~5-10mins"
577,2025-03-31 17:46,"No worries, let's book some time at 2:00"
570,2025-03-31 17:46,Just sent out a calendar invite
1635,2025-03-31 18:10,", could you copy / paste that kubectl command that you used here? That'll even be useful for me to use in the future"
570,2025-03-31 18:13,Its in your readme under the note < ```devspace reset pods kubectl set image deployment/release-name-public-api-service carta-grpc-transcoder=esharesinc/public-api-grpc-transcoder:version matching carta-proto-publicapi Python dependency devspace dev``` But we needed to add the *v* before the version number
570,2025-03-31 18:14,Thanks for the help Isaiah !
1635,2025-03-31 18:14,Ah shoot! Sorry we should've added the v!!!
1635,2025-03-31 18:15,", adding the v to the readme in your upcoming pr would be appreciated lol"
570,2025-03-31 18:22,could u join the call once more for a quick second
570,2025-03-31 18:23,We just want to verify that this works against Corporation Issuers as well and would like to know how to give the Service Account read permissions for a Corporation Issuer.
577,2025-04-01 21:32,[for tomorrow] PR to update the stakeholder endpoint to route uuid issuer ids to LLC: <
570,2025-04-02 14:41,Hi Team ! Summary of the Staff Office Hours Discussion from yesterday. The different ways that we can get llc data in `demo` and `test` to run regression tests for the Interest and Stakeholder endpoints in Public API Service (PAS) are as follows: • *Option 1:* Import the `llseed` package in public-api-service and call it in a pytest fixture that runs once to seed the data for the regression tests. • *Option 2:* Run the `llseed` routine through a Jenkins job that will create the data for the regression tests. In PAS call llc's list Issuers endpoint (with the appropriate permissions) to get the issuer id that was dynamically created. Run the regression tests using this id. • *Option 3:* Update the existing endpoints that create an issuer to take in a UUID. Seed the data using a Jenkins job that sets the issuer Id to the UUID that is passed in. This UUID will be hardcoded in PAS and used to run the regression tests. cc:
570,2025-04-02 14:44,"I wanted to get your opinion on which of these options you're leaning toward—specifically, which one aligns best with how other teams have set up data for regression tests with PAS."
930,2025-04-02 15:28,"Option 3 aligns with how we've traditionally done things, insofar as we largely operate the regression tests on a fixed, known dataset."
577,2025-04-03 13:15,"Thanks, I got pulled into something on call related for most of yesterday, but just finished addressing your comments."
930,2025-04-03 13:38,"K, will take another look"
577,2025-04-04 14:49,"with regards to this < we are currently throwing an internal LLC error when a pageToken is provided, but invalid. We can update this to return a more useful error from LLC."
577,2025-04-04 14:50,I'm thinking `Status.INVALID_ARGUMENT` makes the most sense here
930,2025-04-04 14:53,The same thing should happen for page size args that are wrong or invalid
930,2025-04-04 14:53,We have this document that talks about the error contract we try to follow between internal services and `public-api-service`: <
930,2025-04-04 14:54,"Ideally, we give very similar responses here to what is already being returned by CW `ListStakeholders` and `GetStakeholders`"
570,2025-04-04 15:27,"Hey Team, I made the changes for *Option 3* to try and set the `issuerId` through the < Issuing Entity API call>. When testing this with the seeding routine I noticed that the UUID i provided was not getting set by the JPA Repository. was able to point me towards our entity object has the `@GeneratedValue(strategy = GenerationType.AUTO)` annotation on the id field which is taking precedence over the `@AllArgsConstructor`. We would need to update < so that it either uses the `interestIssuerId` or `UUID.random()` when its not provided. The GeneratedValue allows us to specify a customizable `SequenceGenerator` or `TableGenerator` . Currently our generator is set to `AUTO` . To switch the generator from JPAs to a custom one that I create is likely to be a complex undertaking as *the table already contains data in production with IDs generated by the AUTO strategy* and so from my side I recommend that we consider revisiting *Option 1* or *Option 2* proposed < cc:"
490,2025-04-04 15:36,*the table already contains data in production with IDs generated by the AUTO strategy* why is that a problem?
490,2025-04-04 15:37,why not just remove the @GeneratedValue and have the java code generate a random UUID if it's not present?
570,2025-04-04 15:39,The AUTO mechanism might keep track of the ids that its generated so that doesn't attempt to *save the same id twice*. Once we switch to our custom generator it wouldn't know of the ones created by the previous generation strategy.
570,2025-04-04 15:42,"If AUTO selected table generation for our database, it generates a table that stores the generated id values. < docs."
490,2025-04-04 15:48,your doc links are going to some localhost URL so I can't see them. But I'm not sure that table thing applies for UUIDs: <
490,2025-04-04 15:48,I haven't seen any such table or sequence in our DB
570,2025-04-04 15:51,Just updated the links to point to the correct jakarta docs.
570,2025-04-04 15:55,why not just remove the @GeneratedValue and have the java code generate a random UUID if it's not present? I was working with the constraints of keeping @GeneratedValue around because I thought it was a best practice / standard integration with Jakarta Entity. If we can just swap that out then this is much simpler that I thought.
490,2025-04-04 15:56,"hold on, I think I remember a time we did this, lemme try to find"
490,2025-04-04 16:00,"nvm, it was in Jooq code."
490,2025-04-04 16:02,"but I think that even if hibernate was automatically creating some table to save the UUIDs it's generating, it would still be fine to generate the UUIDs in java. If we're generating a random UUID or taking it as part of a request, there's always an infinitesimal chance of a collision, but we basically ignore that possibility in a lot of places."
570,2025-04-04 16:10,"Right, if we okay with that then I'll remove the @GeneratedValue annotation. Thanks Alex !"
577,2025-04-07 14:45,We updated the LLC internal service to handle these errors ^. bumping this
577,2025-04-07 18:35,"Thanks, for < comment, how would I run integration tests? Are these the same as the regression tests? cc"
930,2025-04-07 18:53,You can create a bundle deployment in your personal namespace and then use the Jenkins job linked below to target your deployment: <
577,2025-04-07 19:35,My run timed out as it was in the middle of executing the tests. Is it normal for test box runs to be slow?
930,2025-04-07 19:58,"The tests aggressively retry when they hit failures, so if you timed out it likely means something was repeatedly failing"
930,2025-04-07 20:10,Can you add FA and compensation to your bundle?
577,2025-04-07 21:06,"I noticed the CI already includes a step for integration tests, are these the same as the jenkins one?"
930,2025-04-07 22:38,"No, integration != regression tests. I changed my comment in your PR to say regression instead of integration. Sorry for the confusion. Integration level tests are limited to `public-api-service` code and are typically exercising multiple components together, with some things (e.g., external dependencies) mocked out. I think it's fair to say they are meant to test the primary interfaces of the `api` and `core` layers of the codebase. Note that we didn't have many integration tests in `public-api-service` because we have a lot of unit test coverage. Regression tests are reading the actual HTTP interface of the API Platform that is exposed to third party developers. We're actually making requests to the system and getting real responses from `public-api-service` and other upstream services."
577,2025-04-08 15:01,"Just ran the regression tests: < I didn't enable the compensation service in my bundle which is why those 11 are failing, but the draft option grant code tests, and all others passed."
577,2025-04-08 17:12,are we good to merge?
577,2025-04-09 18:51,"Hey team, and I finished testing our changes in the test environment, so I think we're ready to deploy. As I understand, the regression tests are currently failing so the next automated release won't go through. If that's the case, could we also do a manual deploy? cc"
930,2025-04-09 18:52,"To clarify Kiro's message, the regression tests in `public-api-service` are failing for reasons unrelated to the LLC work"
226,2025-04-11 21:46,Hi Team - What's the latest on our API launch? (e.g. is there still work pending? do we have any developer docs set up that show our final state?)
570,2025-04-14 13:39,The APIs are ready to use. from dev eco used our existing email chain with Athena to send them the instructions to setup their Developer Portal playground account which we will then upgrade to production so that they can access their data. These are the developer docs: for the • < API> • < API>
570,2025-04-14 13:41,The work that is left is more tech debt where we need to set up regression testing for these 2 APIs and separate pod deployments for gRPC and HTTP endpoints.
226,2025-04-14 16:01,This is awesome - thank you Andrea!!
226,2025-04-14 16:22,- Will we have a post for this? This is big news!
558,2025-04-14 16:26,"I planned to get something drafted and sent out, but perf cycle is delaying that. I can still do this if we wait a few days."
226,2025-04-14 16:27,Nice! _Definitely_ worth it even if it's later this week.
930,2025-04-15 13:46,"Not to temper people's excitement, but these additions are very much limited to Athena's use right now. This is due to the `List Issuers` endpoint not being updated yet, which limits the usability of `List Interests` and `List Stakeholders` for LLCs."
226,2025-04-15 13:52,"Thanks for the clarification . Could you say more about the user facing impact of List Issues endpoint not being updated yet? I.e, what would happen if we expanded our Alpha program from just Athena to 1-2 additional partners as well?"
930,2025-04-15 14:04,"The endpoints are organized in a hierarchical structure by resource. Think something like: • Issuers ◦ Stakeholders ◦ Interests ◦ other sub-resources To make requests to the sub-resources under the issuers resource, you first need to know the identifier of the issuer you want to query. To get this, you need to call `List Issuers` first. Once you call that endpoint, you get a response, see the identifiers of the issuers to which you have access, and then use those identifiers in subsequent requests for sub-resource information Right now, calling `List Issuers` will only return Carta Web corps, meaning that those with LLCs won't be able to get their identifiers, meaning they won't know how to form requests to the `List Interests` and `List Stakeholders` endpoints."
930,2025-04-15 14:05,"We are working around this limitation with Athena by just telling them their issuer identifier. This _could_ be scaleable to a small set of other LLCs, but is not ideal."
226,2025-04-15 15:46,"Got it. Understand the limitation... I imagined our Alpha program would have some non-scalable bit Lil this, so no major concerns there. We haven't committed rollout to others yet, but I expect a couple more can help us better evaluate tweaks before a broader beta or GA!"
570,2025-04-29 14:05,Hi ! I'm meeting with Athena later today and I believe that they have setup their playground app. They don't have information in the playground environment and will need to be promoted to production. What are the steps to upgrade their app to production and what information will you need from them?
114,2025-04-29 14:33,"Hi they will need to do the following as a first step. we have everything we need (issuer ID b28ce987-cfe7-493d-9767-5bdf9c51bba3) to create their service account and associate it with the app, correct? Login to the Developer Portal, navigate to the *My Apps* tab and click on *Actions*, *Promote to production*. Make any updates needed for production and click Submit"
570,2025-04-29 14:38,Thanks ! I will instruct them to do so. Their developer portal app should have scopes `read_issuer_stakeholders` and `read_issuer_interests` . Is the selection of scopes something that they would have to do in the playground environment before the App gets promoted to production ? Or will we need to select the appropriate scopes when promoting the account to production?
930,2025-04-29 14:39,"Is the selection of scopes something that they would have to do in the playground environment before the App gets promoted to production? Yes, they need their playground app to be configured as they want it in production before requesting promotion."
114,2025-04-29 14:40,"That's right. If the scopes end up being off, that's not a huge issue as we can update them as a staff user"
930,2025-04-29 14:40,", how are we planning on associating the service account with their production LLC account?"
570,2025-04-29 14:46,We will need the `email` and the `userId` of the service account that is created in production. • < /llc/v1/invitations> will use these values to send an invitation to the service account with view-only permissions. • < llc/v1/invitations/accept> is what we will use to accept the invitation on behalf of the service account (as a Staff User)
930,2025-04-29 14:57,How are you planning on executing these requests?
570,2025-04-29 15:02,"When I attempted this in sandbox: • For < /llc/v1/invitations> I BTG on Athenas account with Admin Privileges then used the Users and Permissions Page to send the invitation to the Service Account and noted the invitation token from the network tab. • For < llc/v1/invitations/accept> I copied the curl request from Step 1 from the network tab (so that it has the right permissions) and then updated the request in postman to be for `/accept` setting the `x-carta-user-id` in the header to be the service accounts and filling out the request body with the `email` , `token`, `userId`"
930,2025-04-29 15:20,"Okay, that works. Does LLC have the ability to run scripts, and should this be encapsulated in a script at some point?"
570,2025-04-29 15:29,"Yes, for some on-call tasks we have scripts stored as github gists which engineers clone locally and update with the right cookie."
930,2025-04-29 15:34,Well that's gross lol
